0.75   0.00171
0.99652   0.00172
1.24304   0.00177
1.48955   0.00177
1.73607   0.00174
1.98259   0.00174
2.22911   0.0017
2.47563   0.00167
2.72214   0.00164
2.96866   0.00163
3.21518   0.00162
3.4617   0.00166
3.70822   0.00166
3.95474   0.00166
4.20125   0.00232
4.44777   0.00238
4.69429   0.00246
4.94081   0.00253
5.18733   0.00254
5.43384   0.0026
5.68036   0.00261
5.92688   0.00262
6.1734   0.00268
6.41992   0.00269
6.66643   0.00271
6.91295   0.00283
7.15947   0.0029
7.40599   0.00294
7.65251   0.00301
7.89903   0.00303
8.14554   0.0031
8.39206   0.00318
8.63858   0.0032
8.8851   0.00327
9.13162   0.00337
9.37813   0.00345
9.62465   0.00354
9.87117   0.00361
10.1177   0.00364
10.3642   0.00372
10.6107   0.00381
10.8572   0.00398
11.1038   0.00407
11.3503   0.0041
11.5968   0.00426
11.8433   0.00435
12.0898   0.00448
12.3363   0.00457
12.5829   0.00474
12.8294   0.00484
13.0759   0.00498
13.3224   0.00516
13.5689   0.00528
13.8155   0.00545
14.062   0.00562
14.3085   0.00575
14.555   0.00601
14.8015   0.00618
15.048   0.00634
15.2946   0.00667
15.5411   0.00688
15.7876   0.00713
16.0341   0.00738
16.2806   0.00768
16.5272   0.00808
16.7737   0.00836
17.0202   0.00879
17.2667   0.00909
17.5132   0.00961
17.7598   0.01008
18.0063   0.01056
18.2528   0.01115
18.4993   0.01181
18.7458   0.01256
18.9923   0.01341
19.2389   0.01428
19.4854   0.01531
19.7319   0.01653
19.9784   0.01789
20.2249   0.01949
20.4715   0.02136
20.718   0.02358
20.9645   0.0263
21.211   0.0296
21.4575   0.03374
21.704   0.03896
21.9506   0.04572
22.1971   0.05444
22.4436   0.06596
22.6901   0.08114
22.9366   0.1007
23.1832   0.12417
23.4297   0.14792
23.6762   0.16416
23.9227   0.16458
24.1692   0.14958
24.4157   0.12725
24.6623   0.1055
24.9088   0.08784
25.1553   0.07464
25.4018   0.06507
25.6483   0.05836
25.8949   0.05383
26.1414   0.05096
26.3879   0.04934
26.6344   0.04879
26.8809   0.04911
27.1274   0.05028
27.374   0.05218
27.6205   0.055
27.867   0.05863
28.1135   0.06336
28.36   0.06927
28.6065   0.07659
28.8531   0.08574
29.0996   0.09727
29.3461   0.11197
29.5926   0.13067
29.8391   0.15505
30.0857   0.18709
30.3322   0.22938
30.5787   0.28482
30.8252   0.3542
31.0717   0.43237
31.3182   0.5015
31.5648   0.53468
31.8113   0.51972
32.0578   0.47466
32.3043   0.42796
32.5508   0.39776
32.7974   0.39083
33.0439   0.40908
33.2904   0.45201
33.5369   0.51457
33.7834   0.58009
34.0299   0.61748
34.2765   0.6012
34.523   0.53833
34.7695   0.4596
35.016   0.38978
35.2625   0.33829
35.5091   0.30608
35.7556   0.29179
36.0021   0.29426
36.2486   0.31394
36.4951   0.35181
36.7416   0.40805
36.9882   0.47672
37.2347   0.539
37.4812   0.56484
37.7277   0.53734
37.9742   0.47121
38.2208   0.39387
38.4673   0.32204
38.7138   0.26106
38.9603   0.21193
39.2068   0.17348
39.4533   0.14391
39.6999   0.12107
39.9464   0.10334
40.1929   0.08923
40.4394   0.07803
40.6859   0.06894
40.9325   0.06147
41.179   0.05523
41.4255   0.05014
41.672   0.0458
41.9185   0.04216
42.165   0.03906
42.4116   0.03639
42.6581   0.0341
42.9046   0.03204
43.1511   0.03029
43.3976   0.02862
43.6442   0.02723
43.8907   0.02604
44.1372   0.02513
44.3837   0.02438
44.6302   0.02392
44.8767   0.02368
45.1233   0.02356
45.3698   0.02384
45.6163   0.02424
45.8628   0.02473
46.1093   0.02493
46.3558   0.02464
46.6024   0.02409
46.8489   0.02351
47.0954   0.02337
47.3419   0.02362
47.5884   0.02452
47.835   0.02603
48.0815   0.02797
48.328   0.03
48.5745   0.03154
48.821   0.03279
49.0675   0.03382
49.3141   0.03478
49.5606   0.03536
49.8071   0.0353
50.0536   0.03524
50.3001   0.0355
50.5467   0.03664
50.7932   0.0387
51.0397   0.04141
51.2862   0.04504
51.5327   0.04966
51.7792   0.05469
52.0258   0.05918
52.2723   0.06196
52.5188   0.06206
52.7653   0.05947
53.0118   0.05591
53.2584   0.05342
53.5049   0.05309
53.7514   0.05517
53.9979   0.05917
54.2444   0.06397
54.4909   0.06758
54.7375   0.06801
54.984   0.06465
55.2305   0.05894
55.477   0.05343
55.7235   0.04943
55.9701   0.04755
56.2166   0.04783
56.4631   0.04982
56.7096   0.05265
56.9561   0.05521
57.2026   0.05589
57.4492   0.05432
57.6957   0.05157
57.9422   0.04876
58.1887   0.04603
58.4352   0.04318
58.6818   0.04035
58.9283   0.03807
59.1748   0.03693
59.4213   0.03707
59.6678   0.03864
59.9143   0.04175
60.1609   0.04616
60.4074   0.05143
60.6539   0.05652
60.9004   0.06043
61.1469   0.0624
61.3935   0.06191
61.64   0.05992
61.8865   0.05732
62.133   0.05523
62.3795   0.05414
62.626   0.05437
62.8726   0.05565
63.1191   0.05729
